name_original,name,songer_code,circuit_original,circuit,id,pres,appres,yearl,yearb,yeard,pleft,left,party,district,state,city,gender,race,amon,ayear,crossl,crossa,___l,___j,___char,elevate,pred,dcother,recess,appt,temp,trans,assets,liable,aba,abamin,dsenate,rsenate,dhouse,rhouse,fhouse,fsenate,drhouse,drsenate,whouse,wsenate,nrhouse,nrsenate,dsens,rsens,dummy,tperm,fsens,drsens,wsens,nrsens,osens,yeari,yearc,congress,unity,e1,e2,e3,e4,e5,e6,congresi,unityi,hdem,hrep,sdem,srep,hother,sother,yearo,e7,e8,congreso,unityo,cityb,religion,badeg,bastate,bastatus,jddeg,jdstate,jdstatus,grad1,grad2,networth,agego,service,ageon,csb,ba,bast,bapp,ls,lsst,jdpp,graddeg1,graddeg2,pssc,pslc,plocct,psjdget,pausa,pusa,psgo,psg,pago,pag,pcc,psp,pmag,pbank,pterr,pcab,pasatty,psatty,pcabdept,pscab,pscabdpt,paag,pindreg1,preg1,preg2,preg3,phouse,psenate,pgov,statecab,state2,pssenate,pshouse,pmayor,pccoun,pccom,pada,pda,plother,plotherl,plawprof,pprivate,recdate
"Knapp, Whitman","Knapp, Whitman",10278,2,Second,6740,Nixon,Republican,1987,1909,2004,Reagan,Retired,Republican,Southern,New York,"New York, NY",Male,White,June,1972,0,Same Party,,,,,8190,,Not Recess Appt.,0,0,0,,,Well-Qual.,,54,44,255,180,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1972,1987,100TH,1,258,177,55,45,,,92ND,"Divided, Both",255,180,55,45,0,0,1987,,,100TH,1,3260,2,99,1,1,39,1,1,,,,78,15,63,"New York, NY",99,1,1,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
"Knapp, Dennis Raymond","Knapp, Dennis Raymond",10457,4,Fourth,6720,Nixon,Republican,1983,1912,1998,Reagan,Retired,Republican,Southern,West Virginia,"Charleston, WV",Male,White,December,1970,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Qualified,,58,42,243,192,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1970,1983,98TH,2,269,166,46,54,,,91ST,"Divided, Both",243,192,58,42,0,0,1983,,,98TH,2,5672,10,436,0,0,398,0,0,,,,71,13,58,"Bee, WV",436,0,0,398,0,0,,,,,1,13,,,,,,,,,,,,,,,,,,,1,47,,,,,,,,,,,,,,1,,,,1,
"Knappen, Loyal Edwin","Knappen, Loyal Edwin",,6,Sixth,6750,T. Roosevelt,Republican,1910,1854,1930,Taft,Elevated,Republican,Western,Michigan,"Grand Rapids, MI",Male,White,December,1906,0,Same Party,,,,,18620,,Not Recess Appt.,0,0,0,,,Not Rated,,32,58,136,250,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1906,1910,61ST,0,172,219,32,59,,,59TH,Unified,136,250,32,58,0,0,1910,,,61ST,0,2235,2,54,0,0,108,3,3,2,,,56,4,52,"Hastings, MI",54,0,0,108,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,95,,,,,,,,,,,,,,1,,,,1,
"Knight, John","Knight, John",10279,2,Second,6770,Hoover,Republican,1955,1871,1955,Eisenhower,Died,Republican,Western,New York,"Buffalo, NY",Male,White,March,1931,0,Same Party,,,,,4380,,Conf. Recess Appt.,0,0,0,,,Not Rated,,47,48,216,218,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1931,1955,84TH,1,232,203,48,47,,1,72ND,"Divided, House",216,218,47,48,1,1,1955,,,84TH,1,5889,7,123,0,1,108,3,3,,,,84,24,60,"Arcade, NY",123,0,1,108,3,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,36,1,1,3/18/1931
"Knoch, Win G.","Knoch, Win G.",10746,7,Seventh,6780,Eisenhower,Republican,1958,1895,1983,Eisenhower,Elevated,Republican,Northern,Illinois,"Chicago, IL",Male,White,May,1953,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Well-Qual.,,46,48,213,221,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1953,1958,85TH,1,234,201,49,47,,,83RD,Unified,213,221,47,48,1,1,1958,,,85TH,1,1356,4,0,2,2,24,0,1,,,,63,5,58,"Naperville, IL",0,2,2,24,0,1,,,,1,1,23,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Knous, William Lee","Knous, William Lee",11040,10,Tenth,6800,Truman,Democrat,1959,1889,1959,Eisenhower,Died,Democrat,Entire State,Colorado,"Denver, CO",Male,White,April,1950,1,Same Party,,,,,15740,,Not Recess Appt.,0,0,0,,,Not Rated,,54,42,263,171,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1950,1959,86TH,1,283,154,64,34,,,81ST,Unified,263,171,54,42,1,0,1959,,,86TH,1,5671,2,0,2,2,19,0,0,,,,70,9,61,"Ouray, CO",0,2,2,19,0,0,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,,,,,1,
"Knowles, John Power","Knowles, John Power",,1,First,6809,Grant,Republican,1881,1808,1887,Garfield,Retired,Republican,Entire State,Rhode Island,"Providence, RI",Male,White,October,1869,0,Same Party,,,,,1237,,Conf. Recess Appt.,0,0,0,,,Not Rated,,11,61,73,170,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1869,1881,47TH,0,130,152,37,37,11,2,41ST,Unified,73,170,11,61,0,0,1881,,,47TH,0,3960,8,105,0,1,39,1,1,,,,73,12,61,"Providence, RI",105,0,1,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,10/9/1869
"Knowles, Hiram","Knowles, Hiram",,9,Ninth,6810,B. Harrison,Republican,1904,1834,1911,T. Roosevelt,Retired,Republican,Entire State,Montana,"Helena, MT",Male,White,February,1890,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Not Rated,,37,47,156,173,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1890,1904,58TH,0,178,207,32,58,,,51ST,Unified,156,173,37,47,1,0,1904,,,58TH,0,5913,1,129,1,1,39,1,1,,,,70,14,56,"Penobscat, ME",129,1,1,39,1,1,,,1,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
"Knox, John Clark","Knox, John Clark",10280,2,Second,6820,Wilson,Democrat,1955,1881,1966,Eisenhower,Retired,Democrat,Southern,New York,"New York, NY",Male,White,April,1918,1,Same Party,,,,,8230,,Not Recess Appt.,0,0,0,,,Not Rated,,53,42,210,216,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1918,1955,84TH,1,232,203,48,47,,1,65TH,Unified,210,216,53,42,9,1,1955,,,84TH,1,3892,7,565,1,2,108,3,3,,,,74,37,37,"Waynesburg, PA",565,1,2,108,3,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
"Knox, William W.","Knox, William W.",10363,3,Third,6830,Nixon,Republican,1981,1911,1981,Reagan,Died,Republican,Western,Pennsylvania,"Erie, PA",Male,White,October,1970,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Well-Qual.,,58,42,243,192,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1970,1981,97TH,2,243,192,47,53,,,91ST,"Divided, Both",243,192,58,42,0,0,1981,,,97TH,2,3825,7,54,1,0,54,1,0,,,,70,11,59,"Erie, PA",54,1,0,54,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Kocoras, Charles Petros","Kocoras, Charles Petros",10747,7,Seventh,6840,Carter,Democrat,9999,1938,9999,Active Ser.,Active Service,Democrat,Northern,Illinois,"Chicago, IL",Male,White,September,1980,3,Same Party,,,,,6640,,Not Recess Appt.,0,0,0,132025,,Qualified,,58,41,277,158,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1980,,,,,,,,,,96TH,Unified,277,158,59,41,0,0,9999,,,,,1325,33,24,0,1,24,0,1,,,132025,8061,8019,42,"Chicago, IL",24,0,1,24,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,1,
"Koeltl, John G.","Koeltl, John G.",,2,Second,23605,Clinton,Democrat,9999,1945,9999,Active Ser.,Active Service,Republican,Southern,New York,"New York, NY",Male,White,August,1994,3,Cross Party,15,16,G,,,,Not Recess Appt.,0,0,,4100962,,Well-Qual.,,56,44,259,176,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1994,,,,,,,,,,103RD,Unified,258,176,57,43,1,0,9999,,,,,3260,99,35,1,1,39,1,1,0,0,4100962,8054,8005,49,"New York, NY",35,1,1,39,1,1,0,0,,,,,,,,,,,,1,,,,,,,,,,,1,96,91,,,,,,,,,,,,,,,,,1,
"Kohlsaat, Christian Cecil","Kohlsaat, Christian Cecil",,7,Seventh,6860,McKinley,Republican,1905,1844,1918,T. Roosevelt,Elevated,Republican,Northern,Illinois,"Chicago, IL",Male,White,February,1899,0,Same Party,,,,,3894,,Not Recess Appt.,0,0,0,,,Not Rated,,26,53,163,185,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1898,1905,59TH,0,136,250,32,58,,,55TH,Unified,134,206,34,46,16,10,1905,,,59TH,0,1336,3,0,2,2,609,0,0,,,,61,6,55,"Edwards County, IL",0,2,2,609,0,0,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,11,,1,
"Kollar-Kotelly, Colleen","Kollar-Kotelly, Colleen",,12,D.C.,30021,Clinton,Democrat,9999,1943,9999,,Active Service,Democrat,Entire State,D.C.,District of Columbia,Female,White,March,1997,3,Same Party,,,,,,,Not Recess Appt.,0,0,0,1426750,,Well-Qual.,,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,105TH,"Divided, Both",207,227,45,55,1,0,9999,,,,,3260,4,16,0,1,16,0,1,0,0,1426750,8056,8002,54,"New York, NY",16,0,1,16,0,1,0,0,,,1,13,,,,,1,,,,,,,,,,,,,,1,127,,,,,,45,,,,,,,,,,,,,
"Kopf, Richard George","Kopf, Richard George",20858,8,Eighth,22755,"Bush, 41",Republican,9999,1946,9999,Active Ser.,Active Service,Republican,Entire State,Nebraska,"Omaha, NE",Male,White,May,1992,3,Same Party,,,,,,,Not Recess Appt.,0,0,,74548,,Well-Qual.,,57,43,268,167,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1992,,,,,,,,,,102ND,"Divided, Both",267,165,56,44,1,0,9999,,,,,3580,8,59,0,0,59,0,0,,,74548,8053,8007,46,"Toledo, OH",59,0,0,59,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,90,,,,,,,,,,,,,,,,,,1,
"Korman, Edward R.","Korman, Edward R.",10281,2,Second,6880,Reagan,Republican,9999,1942,9999,Active Ser.,Active Service,Democrat,Eastern,New York,"Brooklyn, NY",Male,White,November,1985,3,Cross Party,,,,,0,,Not Recess Appt.,1,,0,195500,,Well-Qual.,,47,53,253,182,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1985,,,,,,,,,,99TH,"Divided, House",253,182,47,53,0,0,9999,,,,,3220,5,296,0,0,10,0,1,10,,195500,8057,8014,43,"Brooklyn, NY",296,0,0,10,0,1,10,,,,,,1,1,1,,,,,,,,,,,,,1,45,,,,,,,,,36,,,,,,,,,,,1,1,
"Kornmann, Charles B.","Kornmann, Charles B.",20862,8,Eighth,23610,Clinton,Democrat,9999,1937,9999,Active Ser.,Active Service,Democrat,Entire State,South Dakota,"Aberdeen, SD",Male,White,March,1995,3,Same Party,20,21,B,,,,Not Recess Appt.,0,0,,1053142,,Qualified,Well-Qual.,47,53,199,236,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1995,,,,,,,,,,104TH,"Divided, Both",203,231,48,52,1,0,9999,,,,,5670,4,457,1,1,35,1,1,0,0,1053142,8062,8004,58,"Watertown, SD",457,1,1,35,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,74,1,,,,,,,,,,,,1,,,,,1,
"Koscinski, Arthur A.","Koscinski, Arthur A.",10670,6,Sixth,6900,Truman,Democrat,1957,1887,1957,Eisenhower,Retired,Democrat,Eastern,Michigan,"Detroit, MI",Male,White,July,1945,1,Same Party,,,,,17440,,Not Recess Appt.,0,0,0,,,Not Rated,,57,38,243,190,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1945,1957,85TH,1,234,201,49,47,,,79TH,Unified,243,190,57,38,2,1,1957,,,85TH,1,5640,4,0,2,2,54,0,0,,,,70,12,58,Poland,0,2,2,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,,1,
"Kosik, Edwin M.","Kosik, Edwin M.",10364,3,Third,6890,Reagan,Republican,1996,1925,9999,Clinton,Retired,Republican,Middle,Pennsylvania,"Scranton, PA",Male,White,June,1986,1,Same Party,,,,,10120,,Not Recess Appt.,0,0,0,259179,,Well-Qual.,,47,53,253,182,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1986,1996,104TH,1,203,231,48,52,1,,99TH,"Divided, House",253,182,47,53,0,0,1996,,,104TH,1,5669,4,439,0,1,26,0,1,,,259179,71,10,61,"Dupont, PA",439,0,1,26,0,1,,,,1,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,1,
"Kovachevich, Elizabeth A.","Kovachevich, Elizabeth A.",11137,11,Eleventh,6910,Reagan,Republican,9999,1936,9999,Active Ser.,Active Service,Republican,Middle,Florida,"Orlando, FL",Female,White,March,1982,3,Same Party,,,,,21640,,Not Recess Appt.,0,0,0,92831,,Qualified,,46,53,243,192,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1982,,,,,,,,,,97TH,"Divided, House",243,192,47,53,0,0,9999,,,,,5668,4,440,0,1,154,0,1,,,92831,8063,8017,46,"Canton, IL",440,0,1,154,0,1,,,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Kraft, C. William, Jr.","Kraft, C. William, Jr.",10365,3,Third,6930,Eisenhower,Republican,1970,1903,9999,Nixon,Retired,Republican,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,August,1955,0,Same Party,,,,,0,,Conf. Recess Appt.,1,,0,,,Qualified,,48,47,232,203,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1955,1970,91ST,1,243,192,58,42,,,84TH,"Divided, Both",232,203,48,47,0,1,1970,,,91ST,1,3860,8,68,0,1,68,0,1,,,,67,15,52,"Philadelphia, PA",68,0,1,68,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,8/2/1955
"Kram, Shirley Wohl","Kram, Shirley Wohl",10282,2,Second,6940,Reagan,Republican,1993,1922,9999,Clinton,Retired,Republican,Southern,New York,"New York, NY",Female,White,March,1983,1,Same Party,,,,,11510,,Not Recess Appt.,0,0,0,380000,,Qualified,,46,54,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1983,1993,103RD,0,258,176,57,43,1,,98TH,"Divided, House",269,166,46,54,0,0,1993,,,103RD,0,3260,5,117,0,0,10,0,1,,,380000,71,10,61,"New York, NY",117,0,0,10,0,1,,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,,1,
"Kravitz, Mark R.","Kravitz, Mark R.",,2,Second,30372,"Bush, 43",Republican,9999,1950,9999,Active Ser.,Active Service,Independent,Entire State,Connecticut,,Male,White,June,2003,3,Not Two-Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,108TH,Unified,205,228,48,51,1,1,9999,,,,,,,,,,,,,,,,8049,7996,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krekel, Arnold","Krekel, Arnold",,8,Eighth,6957,Lincoln,Republican,1888,1815,1888,Cleveland (1),Retired,Republican,Western,Missouri,"St. Charles, MO",Male,White,March,1865,1,Same Party,,,,,19452,,Not Recess Appt.,0,0,0,,,Not Rated,,10,42,42,149,0,0,0,0,0,0,0,0,,,1,,,,,,,1865,1888,50TH,3,170,151,37,39,4,,39TH,Unified,46,145,10,42,0,0,1888,,,50TH,3,5967,27,0,2,2,108,3,3,,,,73,23,50,Germany,0,2,2,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,16,,1,
"Krentzman, Isaac Benjamin","Krentzman, Isaac Benjamin",20513,5,Fifth,6970,L.B. Johnson,Democrat,1982,1914,1998,Reagan,Retired,Democrat,Middle,Florida,"Tampa, FL",Male,White,June,1967,1,Same Party,,,,,14070,,Not Recess Appt.,0,0,0,,,Well-Qual.,,64,36,248,187,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1967,1982,97TH,2,243,192,47,53,,,90TH,Unified,248,187,64,36,0,0,1982,,,97TH,2,5567,7,31,0,0,31,0,0,,,,68,15,53,"Drexel Hill, PA",31,0,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,1,,,,1,
"Krenzler, Alvin I.","Krenzler, Alvin I.",10671,6,Sixth,6960,Reagan,Republican,1992,1921,9999,"Bush, 41",Retired,Republican,Northern,Ohio,"Cleveland, OH",Male,White,December,1981,0,Same Party,,,,,21620,,Not Recess Appt.,0,0,0,7335149,,Well-Qual.,,46,53,243,192,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1981,1992,102ND,1,267,165,56,44,1,,97TH,"Divided, House",243,192,47,53,0,0,1992,,,102ND,1,1325,5,37,0,0,37,0,1,10,,7335149,71,11,60,"Chicago, IL",37,0,0,37,0,1,10,,,1,1,13,,,,,,,,,,,,,,,,,,,1,65,,,,,,2,,,,,,,,,,,,1,
"Krieger, Marcia S.","Krieger, Marcia S.",,10,Tenth,30218,"Bush, 43",Republican,9999,,9999,Active Ser.,Active Service,Republican,Entire State,Colorado,,Female,White,January,2002,3,Same Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,107TH,"Divided, Senate",212,221,50,50,2,1,9999,,,,,,,,,,,,,,,,,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krupansky, Robert B.","Krupansky, Robert B.",10672,6,Sixth,6980,Nixon,Republican,1982,1921,9999,Reagan,Elevated,Republican,Northern,Ohio,"Cleveland, OH",Male,White,October,1970,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Qualified,,58,42,243,192,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1970,1982,97TH,2,243,192,47,53,,,91ST,"Divided, Both",243,192,58,42,0,0,1982,,,97TH,2,3530,4,370,0,1,15,0,1,,,,61,12,49,"Cleveland, OH",370,0,1,15,0,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,166,,,,,,,,,,,1,
"Kugler, Robert B.","Kugler, Robert B.",,3,Third,30271,"Bush, 43",Republican,9999,1950,9999,Active Ser.,Active Service,Democrat,Entire State,New Jersey,,Male,White,November,2002,3,Cross Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,107TH,"Divided, Senate",212,221,50,50,2,1,9999,,,,,,,,,,,,,,,,8049,7997,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kunzel, Fred","Kunzel, Fred",20906,9,Ninth,7000,Eisenhower,Republican,1969,1901,1969,Nixon,Died,Republican,Southern,California,"San Diego, CA",Male,White,September,1959,0,Same Party,,,,,19240,,Not Recess Appt.,0,0,0,,,Well-Qual.,,64,34,283,153,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1959,1969,91ST,1,243,192,58,42,,,86TH,"Divided, Both",283,154,64,34,0,0,1969,,,91ST,1,3225,4,82,0,1,82,0,1,,,,68,10,58,"Buffalo, NY",82,0,1,82,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Kyle, Richard House","Kyle, Richard House",20842,8,Eighth,22745,"Bush, 41",Republican,9999,1937,9999,Active Ser.,Active Service,Republican,Entire State,Minnesota,"St. Paul, MN",Male,White,May,1992,3,Same Party,,,,,,,Not Recess Appt.,0,0,,532000,,Well-Qual.,,57,43,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1992,,,,,,,,,,102ND,"Divided, Both",267,165,56,44,1,0,9999,,,,,2380,2,55,0,0,55,0,0,,,532000,8062,8007,55,"St. Paul, MN",55,0,0,55,0,0,,,,,,,,,,,,,,,,,,,,,,1,64,,1,91,,,,,,,,,,,,,,,,,,1,
"LaBuy, Walter J.","LaBuy, Walter J.",10748,7,Seventh,7010,F. Roosevelt,Democrat,1961,1889,1967,Kennedy,Retired,Democrat,Northern,Illinois,"Chicago, IL",Male,White,March,1944,0,Same Party,,,,,5040,,Not Recess Appt.,0,0,0,,,Not Rated,,58,38,222,209,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1944,1961,87TH,0,263,174,64,36,,,78TH,Unified,222,209,57,38,4,1,1961,,,87TH,0,5666,4,441,0,,24,0,1,,,,72,17,55,"Dodge County, WI",441,0,,24,0,1,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"Lacey, Frederick B.","Lacey, Frederick B.",10366,3,Third,7020,Nixon,Republican,1986,1920,,Reagan,Resigned,Republican,Entire State,New Jersey,"Newark, NJ",Male,White,October,1970,0,Same Party,,,,,0,,Not Recess Appt.,1,2,0,,,Excep. Well-Qual.,,58,42,243,192,0,0,0,0,0,0,0,0,1,1,1,2,,,,,,1970,1986,99TH,2,253,182,47,53,,,91ST,"Divided, Both",243,192,58,42,0,0,1986,,,99TH,2,3060,99,71,0,0,22,1,1,,,,66,16,50,"Newark, NJ",71,0,0,22,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Laffitte, Hector M.","Laffitte, Hector M.",10130,1,First,7040,Reagan,Republican,9999,1934,9999,Active Ser.,Active Service,Republican,Entire State,Puerto Rico,Puerto Rico,Male,Hispanic,July,1983,3,Same Party,,,,,11380,,Not Recess Appt.,0,0,0,862340,,Well-Qual.,,46,54,268,167,0,0,0,0,0,0,0,0,,,1,,,,,,,1983,,,,,,,,,,98TH,"Divided, House",269,166,46,54,0,0,9999,,,,,5120,4,442,0,1,311,0,,10,,862340,8065,8016,49,Puerto Rico,442,0,1,311,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Lagueux, Ronald Rene","Lagueux, Ronald Rene",10131,1,First,7050,Reagan,Republican,2001,1931,9999,"Bush, 43",Retired,Republican,Entire State,Rhode Island,"Providence, RI",Male,White,March,1986,2,Same Party,,,,,0,,Not Recess Appt.,1,,0,267733,,Well-Qual.,,47,53,253,182,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1986,2001,107TH,3,212,221,50,50,2,1,99TH,"Divided, House",253,182,47,53,0,0,2001,,,107TH,3,1940,1,106,1,1,39,1,1,,,267733,70,15,55,"Lewiston, ME",106,1,1,39,1,1,,,1,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Lake, Simeon Timothy, III","Lake, Simeon Timothy, III",30565,5,Fifth,7060,Reagan,Republican,9999,1949,9999,Active Ser.,Active Service,Republican,Southern,Texas,"Houston, TX",Male,White,August,1988,3,Same Party,,,,,15100,,Not Recess Appt.,0,0,0,1000000,,Well-Qual.,,55,45,258,177,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1988,,,,,,,,,,100TH,"Divided, Both",258,177,55,45,0,0,9999,,,,,1325,2,345,0,0,86,0,0,,,1000000,8050,8011,39,"Chicago, IL",345,0,0,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Lambdin, William Wallace","Lambdin, William Wallace",,5,Fifth,7080,Wilson,Democrat,1916,1861,1916,Wilson,Died,Democrat,Southern,Georgia,1080,Male,White,March,1915,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Not Rated,,56,40,231,193,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1915,1916,64TH,0,231,193,56,39,8,1,64TH,Unified,231,193,56,39,8,1,1916,,,64TH,0,5814,10,36,0,0,108,3,3,,,,55,1,54,"Upson County, GA",36,0,0,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Lamberth, Royce C.","Lamberth, Royce C.",11265,12,D.C.,7070,Reagan,Republican,9999,1943,9999,Active Ser.,Active Service,Republican,Entire State,D.C.,District of Columbia,Male,White,November,1987,3,Same Party,,,,,11090,,Not Recess Appt.,0,0,0,164411,,Well-Qual.,Qualified,55,45,258,177,0,0,0,0,0,0,0,0,,,1,,,,,,,1987,,,,,,,,,,100TH,"Divided, Both",258,177,55,45,0,0,9999,,,,,4375,3,86,1,0,86,1,0,,,164411,8056,8012,44,"San Antonio, TX",86,1,0,86,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lambros, Thomas D.","Lambros, Thomas D.",10673,6,Sixth,7090,L.B. Johnson,Democrat,1995,1930,9999,Clinton,Retired,Democrat,Northern,Ohio,"Cleveland, OH",Male,White,August,1967,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Qualified,,64,36,248,187,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1967,1995,104TH,1,203,231,48,52,1,,90TH,Unified,248,187,64,36,0,0,1995,,,104TH,1,5665,8,443,1,0,444,0,0,,,,65,28,37,"Ashtabula, OH",443,1,0,444,0,0,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Lancaster, Gary L.","Lancaster, Gary L.",20398,3,Third,23615,Clinton,Democrat,9999,1949,9999,Active Ser.,Active Service,Democrat,Western,Pennsylvania,"Pittsburgh, PA",Male,African American,November,1993,3,Same Party,15,16,r,,,,Not Recess Appt.,0,0,,129624,,Qualified,Well-Qual.,57,43,259,176,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1993,,,,,,,,,,103RD,Unified,258,176,57,43,1,0,9999,,,,,5664,8,445,1,0,70,0,0,0,0,129624,8050,8006,44,"Brownsville, PA",445,1,0,70,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,101,,,,,,,1,,,,,1,
"Land, Clay D.","Land, Clay D.",,11,Eleventh,30222,"Bush, 43",Republican,9999,,9999,Active Ser.,Active Service,Republican,Middle,Georgia,,Male,White,December,2001,3,Same Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,107TH,"Divided, Senate",212,221,50,50,2,1,9999,,,,,,,,,,,,,,,,,7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landis, Kennesaw Mountain","Landis, Kennesaw Mountain",,7,Seventh,7100,T. Roosevelt,Republican,1922,1866,1944,Harding,Resigned,Republican,Northern,Illinois,"Chicago, IL",Male,White,March,1905,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Not Rated,,32,58,136,250,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1905,1922,67TH,0,132,300,37,59,1,,59TH,Unified,136,250,32,58,0,0,1922,,,67TH,0,5785,26,0,2,2,108,3,3,,,,56,17,39,"Millville, OH",0,2,2,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
